KEY,TEXT
herocard.family.linked_family.description.family_specific.zodiac_dragon,この英雄は、次の[#!]旧正月の辰年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.family_specific.zodiac_ox,この英雄は、次の[#!]旧正月の丑年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.family_specific.zodiac_rabbit,この英雄は、次の[#!]旧正月の兎年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.family_specific.zodiac_rat,この英雄は、次の[#!]旧正月の鼠年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.family_specific.zodiac_snake,この英雄は、次の[#!]旧正月の蛇年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.family_specific.zodiac_tiger,この英雄は、次の[#!]旧正月の寅年ボーナス[#]を旧正月ファミリーのメンバーに付与する：
herocard.family.linked_family.description.generic.zodiac,"英雄は同じファミリーに属する自分以外の英雄とチームを組むことで強化される。

 [#!]旧正月[#]ファミリーは、それぞれ異なる[#!]十二支の英雄[#]を保有している。十二支の英雄は、少なくとも1人以上の旧正月ファミリーの英雄とペアを組んだ時に、旧正月ファミリーのメンバーにそれぞれ異なるボーナスを付与する。"
herocard.family.name,ファミリー
herocard.family.title.abyss,アンダーワイルドファミリー
herocard.family.title.abyss.short,アンダーワイルド
herocard.family.title.abyss_hunter,地獄のハンターファミリー
herocard.family.title.abyss_hunter.short,地獄のハンター
herocard.family.title.alfheim,アルフヘイム領域
herocard.family.title.alfheim.short,アルフヘイム
herocard.family.title.asgard,アースガルズ領域
herocard.family.title.asgard.short,アースガルズ
herocard.family.title.astral_dwarfs,アストラルドワーフファミリー
herocard.family.title.astral_dwarfs.short,アストラルドワーフ
herocard.family.title.astral_elves,アストラルエルフファミリー
herocard.family.title.astral_elves.short,アストラルエルフ
herocard.family.title.atlantis,アトランティスファミリー
herocard.family.title.atlantis.short,アトランティス
herocard.family.title.bard,詩人ファミリー
herocard.family.title.bard.short,詩人
herocard.family.title.beachparty,ビーチパーティーファミリー
herocard.family.title.beachparty.short,ビーチパーティー
herocard.family.title.bear,クマファミリー
herocard.family.title.bear.short,クマ
herocard.family.title.bear_pve.short,クマ
herocard.family.title.beowulf,ベオウルフ ファミリー
herocard.family.title.beowulf.short,ベオウルフ
herocard.family.title.champions,チャンピオンファミリー
herocard.family.title.champions.short,チャンピオン
herocard.family.title.circus,スターフォールファミリー
herocard.family.title.circus.short,スターフォール
herocard.family.title.classic,クラシック ファミリー
herocard.family.title.classic.short,クラシック
herocard.family.title.construct,蓄積ファミリー
herocard.family.title.construct.short,蓄積
herocard.family.title.cultist,カルト信者のファミリー
herocard.family.title.cultist.short,カルト信者
herocard.family.title.cupid,キューピッドファミリー
herocard.family.title.cupid.short,キューピッド
herocard.family.title.easter,スプリングヴェイルファミリー
herocard.family.title.easter.short,スプリングヴェイル
herocard.family.title.fable,グリムの森ファミリー
herocard.family.title.fable.short,グリムの森
herocard.family.title.faun,森のファウヌスファミリー
herocard.family.title.faun.short,森のファウヌス
herocard.family.title.fox,キツネファミリー
herocard.family.title.fox.short,キツネ
herocard.family.title.gargoyle,ガーゴイルファミリー
herocard.family.title.gargoyle.short,ガーゴイル
herocard.family.title.garrison,守備隊衛兵のファミリー
herocard.family.title.garrison.short,守備隊衛兵
herocard.family.title.goblin,ゴブリンファミリー
herocard.family.title.goblin.short,ゴブリン
herocard.family.title.guardian,ガーディアンファミリー
herocard.family.title.guardian.short,ガーディアン
herocard.family.title.guestip1,WWE Superstar Family
herocard.family.title.guestip1.short,WWE Superstar
herocard.family.title.halloween,モルロヴィアファミリー
herocard.family.title.halloween.short,モルロヴィア
herocard.family.title.helheim,ヘルヘイム領域
herocard.family.title.helheim.short,ヘルヘイム
herocard.family.title.hotm,{0}年レジェンドファミリー
herocard.family.title.hotm.short,{0}年レジェンド
herocard.family.title.investigator,調査官のファミリー
herocard.family.title.investigator.short,調査官
herocard.family.title.japanese,サクラファミリー
herocard.family.title.japanese.short,サクラ
herocard.family.title.jotunheim,ヨトゥンヘイム領域
herocard.family.title.jotunheim.short,ヨトゥンヘイム
herocard.family.title.journey,旅人ファミリー
herocard.family.title.journey.short,旅人
herocard.family.title.jungle_hunter,密林ハンターファミリー
herocard.family.title.jungle_hunter.short,密林ハンター
herocard.family.title.kalevala,カレワラファミリー
herocard.family.title.kalevala.short,カレワラ
herocard.family.title.kingdom,王国ファミリー
herocard.family.title.kingdom.short,王国
herocard.family.title.knight,アヴァロンファミリー
herocard.family.title.knight.short,アヴァロン
herocard.family.title.lagoon,ラグーンファミリー
herocard.family.title.lagoon.short,ラグーン
herocard.family.title.magic,マジックファミリー
herocard.family.title.magic.short,マジック
herocard.family.title.magic_carpet,魔法の絨毯ファミリー
herocard.family.title.magic_carpet.short,魔法の絨毯
herocard.family.title.mahayoddha,マハヨッダファミリー
herocard.family.title.mahayoddha.short,マハヨッダ
herocard.family.title.masquerade,仮面の神ファミリー
herocard.family.title.masquerade.short,仮面の神
herocard.family.title.masquerade_pve,仮面の神ファミリー
herocard.family.title.masquerade_pve.short,仮面の神
herocard.family.title.midgard,ミッドガルド領域
herocard.family.title.midgard.short,ミッドガルド
herocard.family.title.mighty_pet,マイティペットファミリー
herocard.family.title.mighty_pet.short,マイティペット
herocard.family.title.mimic,ミミックファミリー
herocard.family.title.mimic.short,ミミック
herocard.family.title.moon,ムーンファミリー
herocard.family.title.moon.short,ムーン
herocard.family.title.moths,蛾ファミリー
herocard.family.title.moths.short,蛾
herocard.family.title.musketeer,銃士ファミリー
herocard.family.title.musketeer.short,銃士
herocard.family.title.muspelheim,ムスペルヘイム領域
herocard.family.title.muspelheim.short,ムスペルヘイム
herocard.family.title.myrkheim,ミアークヘイム
herocard.family.title.myrkheim.short,ミアークヘイム
herocard.family.title.mystery,ミステリー ファミリー
herocard.family.title.mystery.short,ミステリー
herocard.family.title.nidavellir,ニザヴェリルの領域
herocard.family.title.nidavellir.short,ニザヴェリル
herocard.family.title.niflheim,ニヴルヘイム領域
herocard.family.title.niflheim.short,ニヴルヘイム
herocard.family.title.ninja,ニンジャファミリー
herocard.family.title.ninja.short,ニンジャ
herocard.family.title.ninja2,ニンジャファミリー
herocard.family.title.ninja2.short,ニンジャ
herocard.family.title.opera,オペラファミリー
herocard.family.title.opera.short,オペラ
herocard.family.title.outlaw,梁山ファミリーの無法者
herocard.family.title.outlaw.short,梁山の無法者
herocard.family.title.owl,オウルファミリー
herocard.family.title.owl.short,オウル
herocard.family.title.pirate,海賊ファミリー
herocard.family.title.pirate.short,海賊
herocard.family.title.plains_hunter,平原のハンターファミリー
herocard.family.title.plains_hunter.short,平原のハンター
herocard.family.title.raven,鴉ファミリー
herocard.family.title.raven.short,鴉
herocard.family.title.raven_pve.short,鴉
herocard.family.title.sand,砂の国ファミリー
herocard.family.title.sand.short,砂の国
herocard.family.title.slayers,スレイヤーファミリー
herocard.family.title.slayers.short,スレイヤー
herocard.family.title.slime,スライムファミリー
herocard.family.title.slime.short,スライム
herocard.family.title.stag,オジカファミリー
herocard.family.title.stag.short,オジカ
herocard.family.title.stag_pve.short,オジカ
herocard.family.title.styx,ステュクスファミリー
herocard.family.title.styx.short,ステュクス
herocard.family.title.sun,サンファミリー
herocard.family.title.sun.short,サン
herocard.family.title.super_elemental,スーパーエレメントファミリー
herocard.family.title.super_elemental.short,スーパーエレメント
herocard.family.title.svartalfheim,スヴァルトアールヴヘイム領域
herocard.family.title.svartalfheim.short,スヴァルトアールヴヘイム
herocard.family.title.tales1_baddies,アトランティスの悪夢ファミリー
herocard.family.title.tales1_baddies.short,アトランティスの悪夢
herocard.family.title.tales1_goodies,アトランティスの守護者ファミリー
herocard.family.title.tales1_goodies.short,アトランティスの守護者
herocard.family.title.vanaheim,ヴァナヘイム領域
herocard.family.title.vanaheim.short,ヴァナヘイム
herocard.family.title.vegetable,野菜ファミリー
herocard.family.title.vegetable.short,野菜
herocard.family.title.villains,悪役ファミリー
herocard.family.title.villains.short,悪役
herocard.family.title.wild_cat,ヤマネコファミリー
herocard.family.title.wild_cat.short,ヤマネコ
herocard.family.title.winter,冬ファミリー
herocard.family.title.winter.short,冬
herocard.family.title.wolf,オオカミファミリー
herocard.family.title.wolf.short,オオカミ
herocard.family.title.wolf_pve.short,オオカミ
herocard.family.title.wonderland,不思議の国ファミリー
herocard.family.title.wonderland.short,不思議の国
herocard.family.title.zodiac,旧正月ファミリー
herocard.family.title.zodiac.short,旧正月
herocard.max_power_preview_off,最大パワーのプレビューOFF
herocard.max_power_preview_on,最大パワーのプレビューON
herocard.maxlevel,最大レベル
herocard.maxlevel.new,新しい最大レベル
herocard.passive_skill.description.addmana.all.allies,仲間全員のマナが少量増加する。
herocard.passive_skill.description.bleed.effectondamageovertime.activates_on_enemy_action.addmana,このキャラクターのマナは、敵が出血ダメージを受けるたびに[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.bleed.effectondamageovertime.activates_on_enemy_action.heal.fixedpower,このキャラクターのHPは、敵が出血ダメージを受けるたびに[#!]{POWER}[#]回復する。
herocard.passive_skill.description.burn.effectondamageovertime.activates_on_enemy_action.addmana,このキャラクターのマナは、敵が燃焼ダメージを受けるたびに[#!]{POWER}%[#]増加する
herocard.passive_skill.description.bypassfamiliars.minion,このキャラクターによって与えられる全ダメージがミニオンを貫通する。
herocard.passive_skill.description.bypassfamiliars.minion.bigminion,このキャラクターの与える全ダメージがミニオンとメガミニオンを貫通する。
herocard.passive_skill.description.caststatuseffectdurationmodifier,ステータス効果の持続時間が延長される確率が上昇。
herocard.passive_skill.description.caststatuseffectdurationmodifier.turns_with_chance,{0}ターン: [#!]{1}%[#]
herocard.passive_skill.description.chargebasedmodifier.managenerationmodifier.dodgemodifier,"このキャラクターの[#!]飛行推進力[#]が残っている場合、以下を獲得する：
[*]最大{MAXMANAGENERATIONMODIFIER}%のマナ生成。
[*]最大+{MAXDODGEMODIFIER}%の回避確率。
[*]この効果はキャラクターの[#!]飛行推進力[#]が少なくなると減少してゆく。"
herocard.passive_skill.description.chargebasedmodifier.managenerationmodifier.dodgemodifier.battle,"[#!]飛行推進力{CHARGE}%[#]
このキャラクターは現在以下を保有する：
[*]{MANAGENERATIONMODIFIER}%のマナ生成。
[*]{DODGEMODIFIER}%の追加回避力。"
herocard.passive_skill.description.conditionaleffectovertime.addmana.everyturn.while.all.allies.haswither,戦場にいる仲間のいずれかに「弱化」効果が付与されている場合、各ターン開始時に[#!]{POWER}%[#]のマナを獲得する。
herocard.passive_skill.description.conditionaleffectovertime.revival.all.allies.while.single.allies.hasdeadallies,[#!]{TURNS}[#]ターン毎に、倒れた仲間全員がHPの[#!]{POWER}%[#]を保有した状態で復活する。
herocard.passive_skill.description.conditionaleffectovertime.revival.neartotargetexceptcaster.allies.while.single.allies.hasdeadallies,[#!]{TURNS}[#]ターン毎に、倒れた近くにいる仲間がHPの[#!]{POWER}%[#]を保有した状態で復活する。
herocard.passive_skill.description.conditionaleffectovertime.usable_once.heal.addmana.everyturn.while.single.allies.lowhealth,このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]{HEALTH}%[#]回復し、マナが[#!]{MANA}%[#]増加する。
herocard.passive_skill.description.criticalmodifiersupportcharacter.troop,クリティカル攻撃を与える確率が[#!]{CRITICALMODIFIER}%[#]になる。
herocard.passive_skill.description.damage.all.enemies,敵全員に{DAMAGE}%のダメージを与える。
herocard.passive_skill.description.damagefamiliarsovertime.all.enemies.minion.bigminion,{TURNS}ターン毎に、{DAMAGEPERTURN}ダメージを敵の全てのミニオンとメガミニオンに与える。
herocard.passive_skill.description.damagefamiliarsovertime.everyturn.all.enemies.minion.bigminion,各ターン開始時に、{DAMAGEPERTURN}ダメージを敵の全てのミニオンとメガミニオンに与える。
herocard.passive_skill.description.dealtstrongelementsupportcharacterdamage.increase,"この英雄の兵団が自分よりも弱い属性の敵に与える属性ダメージが増加する。

[*]追加の与属性ダメージ：[#!]+{MODIFIER}%[#]"
herocard.passive_skill.description.debuffdamagereduction,ステータス異常によって受けるダメージが[#!]{DAMAGEREDUCTION}%[#]になる
herocard.passive_skill.description.debuffdamagereductionsupportcharacter.troop,このキャラクターがステータス異常によって受けるダメージが[#!]{DAMAGEREDUCTION}%[#]になる。
herocard.passive_skill.description.destructivecorechargeeffectonspecial.damage.all.enemies.always,"このキャラクターの蓄積コアは[#!]破壊コア[#]だ。

[#!]破壊コア[#]はこのキャラクターが特殊スキルを使用するたびに有効になる：

[*][#!]破壊コア[#]のチャージが満タンになると、敵全員に{CHARGEDPOWER1}%のダメージを与える。
[*]この際に与えるダメージはコアのチャージ量に基づいて決められる。コアが有効になると、すべてのチャージが消耗される。"
herocard.passive_skill.description.dispelonownfamiliardeath.minion.minordebuff,所有するミニオンが倒されるたびに、このキャラクターのステータス異常を浄化する
herocard.passive_skill.description.dodgespecialdamage,このキャラクターは[#!]{CHANCE}%[#]の確率でダメージ付きの特殊スキルを回避する。
herocard.passive_skill.description.eatfamiliarsonspecialcast.parasite.allies.single,このキャラクターが特殊スキルを使用すると、スキルをかけられた全てのフィエンドが破壊される。
herocard.passive_skill.description.eatfamiliarswitheffectpereatenfamiliarovertime.addmana,[#!]{TURNS}[#]ターン毎に、ランダムな敵が所有するミニオン全員を食べる。食べたミニオンの数に応じて、マナを少量回復する。
herocard.passive_skill.description.effectondamagereceived.addmana.specialskill.single.allies,このキャラクターが[#!]特殊スキル[#]によりダメージを受けると、マナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectondamagereceived.addmana.troop.npcnormalattack.specialskill.single.allies,"[*]このキャラクターが[#!]特殊スキル[#]または[#!]通常攻撃[#]により直接ダメージを受けると、マナが少量回復する。
[*]1ターンにつき最大[#!]{MAXMANAGAINPERTURN}%[#]まで回復。"
herocard.passive_skill.description.effectondamagereceived.damage.specialskill.statuseffectskill.cover.all.enemies.with_chance,このキャラクターが[#!]特殊スキル[#]によってダメージを受けた場合、または仲間を[#!]かばって[#]ダメージを受けた場合、[#!]{CHANCE}%[#]の確率で、受けたダメージの[#!]{POWER}%[#]を敵全員に与える。
herocard.passive_skill.description.effectondamagereceived.none.specialskill.exclude.statuseffect.stacking_attack_on_damage_received_passive.single.allies.onceperturn,このキャラクターが[#!]特殊スキル[#]によるダメージを受けると、{STATUSEFFECT1ATTACK}%の攻撃力の[#!]累積効果[#]を獲得する（最大：{STATUSEFFECT1MAXSTACK}）。1ターンに獲得可能な累積効果は1つのみ。
herocard.passive_skill.description.effectondamagereceived.none.specialskill.exclude.statuseffect.stacking_attack_on_damage_received_passive_pve.single.allies.onceperturn,このキャラクターが[#!]特殊スキル[#]によるダメージを受けると、{STATUSEFFECT1ATTACK}%の攻撃力の[#!]累積効果[#]を獲得する（最大： {STATUSEFFECT1MAXSTACK}）。1ターンに獲得可能な累積効果は1つのみ。
herocard.passive_skill.description.effectondispel.activates_on_ally_action.healthboost.all.allies.fixedpower.minordebuff.removalreason.dispel.activates_on_dispel_cast.valid_caster_side.allies,仲間が特殊スキルで浄化を試みると、すべての仲間のライフが[#!]{POWER}[#]ブーストされる。この効果は1ターンに一度のみ発動。
herocard.passive_skill.description.effectondispel.activates_on_enemy_action.damage.all.enemies.fixedpower.minordebuff.removalreason.dispel.activates_on_dispel_cast.valid_caster_side.enemies,敵が特殊スキルで浄化を試みると、敵全員が[#!]{POWER}[#]ダメージを受ける。この効果は1ターンに一度のみ発動。
herocard.passive_skill.description.effectondispel.addmana.minorbuff.removalreason.dispel,バフが解除されるたびに、このキャラクターのマナが[#!]{POWER}%[#]増加する。この効果を発動できるのは、1ターンにつき1回まで。
herocard.passive_skill.description.effectondispel.heal.statuseffectdebuffs.removalreason.dispel.removal.reallocation.expiration,このキャラクターはステータス異常が終了/浄化/解除/再割り当てされるたびに、[#!]{POWER}%[#]HPを付与される。この効果は1ターンにつき、1回のみ有効となる。
herocard.passive_skill.description.effectondispel.heal.statuseffectdebuffs.removalreason.dispel.removal.reallocation.expiration.chance,このキャラクターはステータス異常が終了/浄化/解除/再割り当てされるたびに、{CHANCE}%の確率で[#!]{POWER}%[#]HPを付与される。この効果は1ターンにつき、1回のみ有効となる。
herocard.passive_skill.description.effectondispel.healthboost.fixedpower.minorbuff.removalreason.dispel,バフが解除されるたびに、このキャラクターのHPが[#!]{POWER}[#]ブーストされる。この効果を発動できるのは、1ターンにつき1回まで。
herocard.passive_skill.description.effectonheal.addmana,HPが回復するたびに、このキャラクターのマナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonheal.heal,このキャラクターのライフが回復するたびに、さらにライフが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonhealsupportcharacter.troop.heal,このキャラクターのライフが回復するたびに、さらにライフが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonresist.activates_on_enemy_action.healthboost.addmana.once,このキャラクターが抵抗に成功すると、そのライフが{HEALTHBOOST}%ブーストされ、マナが{MANA}%増加する。
herocard.passive_skill.description.effectonspecialcastwitheffecttype.activates_on_enemy_action.addmana.on_healthboost_cast,敵がライフを直接ブーストさせる特殊スキルを使用するたびに、このキャラクターのマナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonspecialcastwitheffecttype.activates_on_enemy_action.healthboost.fixedpower.on_healthboost_cast,敵がライフを直接ブーストさせる特殊スキルを使用するたびに、このキャラクターも[#!]{POWER}[#]のHPブーストを獲得する。
herocard.passive_skill.description.effectonspecialchancepermanaspeed,"このキャラクターが特殊
スキルを使用すると、[#!]{CHANCE}%[#]の
確率で次の効果を発揮できる："
herocard.passive_skill.description.effectonspecialskilldamagedone.bufftoremove.minordebuff.from.all.allies.safe.only_criticals,このキャラクターが特殊スキルを使用して[#!]クリティカル攻撃[#]を与えると、仲間全員から最新のステータス異常を解除する。
herocard.passive_skill.description.effectonspecialskilldamagedone.bufftoremove.minordebuff.latest.from.all.allies.safe.only_criticals.once,このキャラクターが特殊スキルを使用して[#!]クリティカル攻撃[#]を与えると、仲間全員から最新のステータス異常を解除する。この効果はターンごとに1度だけ発動する。
herocard.passive_skill.description.effectonspecialskilldamagedone.healthboost.all.allies.only_criticals,このキャラクターが特殊スキルで[#!]クリティカル攻撃[#]を与えると、仲間全員が{HEALTHBOOST}%のHPボーナスを得る。
herocard.passive_skill.description.effectonspecialskilldamagedone.healthboost.all.allies.only_criticals.once,このキャラクターが特殊スキルで[#!]クリティカル攻撃[#]を与えると、仲間全員が{HEALTHBOOST}%のHPボーナスを得る。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.effectonspecialskilldamagedonebasedonhealthdifference.healthboost.once.effectonspecialskilldamagereceivedbasedonhealthdifference.addmana.once,"[*]このキャラクターの特殊スキルで、現在のHPがより高いキャラクターに攻撃を与えると、[#!]{PASSIVESKILL1HEALTHBOOST}%[#]のHPボーナスを得る。
[*] このキャラクターが、現在のHPがより高いキャラクターの特殊スキルで攻撃を受けると、マナが[#!]{PASSIVESKILL2MANA}%[#]回復する。
[*]これらの効果はそれぞれ、ターン毎に1度だけ発動する。"
herocard.passive_skill.description.effectonspecialskilldamagereceived.healthboost.all.allies.only_criticals,このキャラクターが特殊スキルで[#!]クリティカル攻撃[#]を与えると、仲間全員が{HEALTHBOOST}%のHPボーナスを得る。
herocard.passive_skill.description.effectonspecialwithchance.activates_on_enemy_action.healthboost.fixedpower,このキャラクターは、敵が特殊スキルを発動した際に[#!]{CHANCE}%[#]の確率で自身のライフを[#!]{HEALTHBOOST}[#]ブーストさせる。
herocard.passive_skill.description.effectonspecialwithchance.addmana.all.allies,"このキャラクターが
特殊スキルを使用した場合、
[#!]{CHANCE}%[#]の確率で、仲間全員の
マナを[#!]{POWER}%[#]増加させる。
特殊スキルがフルチャージ
された場合は、確率が
[#!]{CHANCEFULLYCHARGED}%[#]になる。"
herocard.passive_skill.description.effectonspecialwithchance.addmana.notblue.allies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementblue]氷[#]属性以外の仲間全員のマナを[#!]{POWER}%[#]増加させる。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.bufftoremove.minorbuff.latest.from.all.enemies.always,このキャラクターが特殊スキルを使用すると、敵全員から最新のステータス効果バフを解除する。
herocard.passive_skill.description.effectonspecialwithchance.bufftoremove.minordebuff.latest.from.all.allies.always,このキャラクターが特殊スキルを使用すると、仲間全員から最新のステータス異常を解除する。
herocard.passive_skill.description.effectonspecialwithchance.damage.all.enemies,"このキャラクターが
特殊スキルを使用した場合、
[#!]{CHANCE}%[#]の確率で、敵全員に
[#!]{POWER}%[#]のダメージを与える。
特殊スキルがフルチャージ
された場合は、確率が
[#!]{CHANCEFULLYCHARGED}%[#]になる。"
herocard.passive_skill.description.effectonspecialwithchance.damage.notpurple.enemies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementpurple]闇[#]属性以外の敵全員に[#!]{POWER}%[#]のダメージを与える。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.damage.notred.enemies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementred]炎[#]属性以外の敵全員に[#!]{POWER}%[#]のダメージを与える。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.heal.all.allies,"このキャラクターが
特殊スキルを使用した場合、
[#!]{CHANCE}%[#]の確率で、仲間全員のHPを
[#!]{POWER}%[#]回復させる。
特殊スキルがフルチャージ
された場合は、確率が
[#!]{CHANCEFULLYCHARGED}%[#]になる。"
herocard.passive_skill.description.effectonspecialwithchance.heal.notgreen.allies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementgreen]自然[#]属性以外の仲間全員のライフを[#!]{POWER}%[#]回復する。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.heal.notred.allies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementred]炎[#]属性以外の仲間全員のライフを[#!]{POWER}%[#]回復する。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.heal.notyellow.allies,このキャラクターが特殊スキルを使用した場合、[#!]{CHANCE}%[#]の確率で、[##elementyellow]聖属性[#]以外の仲間全員のライフを[#!]{POWER}%[#]回復する。特殊スキルがフルチャージされた場合は、確率が[#!]{CHANCEFULLYCHARGED}%[#]になる。
herocard.passive_skill.description.effectonspecialwithchance.healthboost.all.allies.always,このキャラクターが特殊スキルを使用すると、仲間全員のHPを[#!]{POWER}%[#]ブーストする。
herocard.passive_skill.description.effectonspecialwithmanaspeedthreshold.activates_on_enemy_action.damage.all.enemies.fixedpower.faster.average.once,敵のマナ生成スピードが[#!]普通[#]以上である場合には特殊スキルを使用し、敵全員に[#!]{DAMAGE}[#]ダメージを与える。この効果は1ターンに1回のみ発動可能。
herocard.passive_skill.description.effectonstatuseffectaddition.activates_on_enemy_action.addmana.allbuffs.taunt,敵が挑発のステータス効果を受けるたびに、このキャラクターのマナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonstatuseffectaddition.activates_on_enemy_action.addmana.statuseffectbuffs.defensemodifier.once,敵が防御力に影響するステータス効果バフを獲得した際に、このキャラクターが[#!]{POWER}%[#]のマナを獲得する。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.effectonstatuseffectaddition.addmana.allbuffs,バフまたはプラスの累積状態の間、このキャラクターのマナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonstatuseffectaddition.addmana.alldebuffs,ステータス異常またはマイナスの累積状態の間、このキャラクターのマナが[#!]{POWER}%[#]増加する
herocard.passive_skill.description.effectonstatuseffectaddition.heal.allbuffs,バフまたはプラスの累積状態の間、このキャラクターのライフが[#!]{POWER}%[#]回復する
herocard.passive_skill.description.effectonstatuseffectaddition.heal.alldebuffs,ステータス異常またはマイナスの累積状態の間、このキャラクターのライフが[#!]{POWER}%[#]回復する
herocard.passive_skill.description.effectonstatuseffectaddition.heal.fixedpower.alldebuffs,ステータス異常またはマイナスの累積状態の間、このキャラクターのHPが[#!]{POWER}[#]回復する。
herocard.passive_skill.description.effectonstatuseffectadditionwithchance.addmana.allbuffs,バフまたはプラスの累積状態の間、[#!]{CHANCE}%[#]の確率で、このキャラクターのマナが[#!]{POWER}%[#]増加する。
herocard.passive_skill.description.effectonstatuseffectadditionwithchance.can_stack.heal.allbuffs,バフまたはプラスの累積状態の間、[#!]{CHANCE}%[#]の確率で、このキャラクターのライフが[#!]{POWER}%[#]回復する。
herocard.passive_skill.description.effectonstatuseffectadditionwithchance.heal.allbuffs,バフまたはプラスの累積状態の間、[#!]{CHANCE}%[#]の確率で、このキャラクターのライフが[#!]{POWER}%[#]回復する。
herocard.passive_skill.description.effectovertime.revival.neartotargetexceptcaster.allies,[#!]{TURNS}[#]ターン毎に、倒れた近くにいる仲間がHPの[#!]{POWER}%[#]を保有した状態で復活する。
herocard.passive_skill.description.effectovertimeperstatuseffect.addmana.fixedpower.everyturn.per.statuseffectbuffs.enemies,各ターン開始時に、敵チームの有効なステータス効果バフ数（最大{MAXSTATUSEFFECTCOUNT}個）に応じて少量のマナを獲得する。
herocard.passive_skill.description.effectovertimeperstatuseffect.healthboost.neartotarget.allies.everyturn.per.poison.statuseffectdebuffs.enemies,各ターン開始時に、[#!]毒[#]の影響を受けている敵1体につき、このキャラクターと近くにいる仲間のHPを[#!]{INCREMENTPERSTATUSEFFECT1}%[#]ブーストさせる。ブーストされたHPは最大HPを上回ることができる。
herocard.passive_skill.description.effectsonminionreceived.activates_on_ally_action.addmana.allies.minion,いずれかの仲間を対象にミニオンをサモンすると、このキャラクターに[#!]{POWER}%[#]のマナが付与される。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.effectsonminionreceived.activates_on_ally_action.heal.addmana.allies.minion,いずれかの仲間を対象にミニオンをサモンすると、このキャラクターに[#!]{HEALTH}%[#]のライフと[#!]{MANA}%[#]のマナが付与される。この効果はターン毎に1回だけ発動できる。
herocard.passive_skill.description.effectsonparasitereceived.activates_on_enemy_action.addmana.enemies.parasite,いずれかの敵を対象にフィエンドをサモンすると、このキャラクターに[#!]{POWER}%[#]のマナが付与される。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.effectsonparasitereceived.activates_on_enemy_action.damage.all.enemies.enemies.parasite,いずれかの敵を対象にフィエンドをサモンした場合、このキャラクターが敵全員に[#!]{DAMAGE}%[#]のダメージを与える。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.effectsonparasitereceived.activates_on_enemy_action.healthboost.fixedpower.enemies.parasite,いずれかの敵を対象にフィエンドをサモンすると、このキャラクターが[#!]{POWER}[#]のHPブーストを獲得する。この効果はターン毎に1度だけ発動できる。
herocard.passive_skill.description.extraactionsafterspecial,このキャラクターが特殊スキルを使用すると、[#!]{CHANCE}%[#]の確率で追加攻撃を行える：
herocard.passive_skill.description.familiaraccuracymodifier.all.enemies.minion.bigminion,"[*]敵全員のミニオンの命中率が{MINIONMODIFIER}%になる。
[*]敵全員のメガミニオンの命中率が{MEGAMINIONMODIFIER}%になる。"
