KEY,TEXT
expeditions.description.uncommon_green,[#b7d3e8]Uncommon[#] expedition to the [##elementgreen]green[#] plains of Corellia.
expeditions.description.uncommon_purple,[#b7d3e8]Uncommon[#] expedition to the [##elementpurple]dark[#] hills of Cloudloft.
expeditions.description.uncommon_red,[#b7d3e8]Uncommon[#] expedition to the [##elementred]fiery[#] hills of Rathwood.
expeditions.description.uncommon_yellow,[#b7d3e8]Uncommon[#] expedition to the [##elementyellow]bright[#] deserts of Shaguad.
expeditions.name.common_blue,Skyfheim
expeditions.name.common_green,Corellia
expeditions.name.common_purple,Cloudloft
expeditions.name.common_red,Rathwood
expeditions.name.common_yellow,Shaguad
expeditions.name.epic_blue,Skyfheim
expeditions.name.epic_green,Corellia
expeditions.name.epic_purple,Cloudloft
expeditions.name.epic_red,Doomspire
expeditions.name.epic_yellow,Shaguad
expeditions.name.legendary_blue,Skyfheim
expeditions.name.legendary_green,Umbar
expeditions.name.legendary_purple,Cloudloft
expeditions.name.legendary_red,Doomspire
expeditions.name.legendary_yellow,Shaguad
expeditions.name.rare_blue,Skyfheim
expeditions.name.rare_green,Corellia
expeditions.name.rare_purple,Cloudloft
expeditions.name.rare_red,Doomspire
expeditions.name.rare_yellow,Shaguad
expeditions.name.uncommon_blue,Skyfheim
expeditions.name.uncommon_green,Corellia
expeditions.name.uncommon_purple,Cloudloft
expeditions.name.uncommon_red,Rathwood
expeditions.name.uncommon_yellow,Shaguad
familiar.statuseffect.major.accuracymodifier.single.allies.noturns.angry_kitten_elderclaw_parasite.summon,"When summoned, the Angry Kitten Fiend gives {ACCURACY}% accuracy for its target for as long as the target has Angry Kitten Fiends. This effect can't be cleansed."
familiar.statuseffect.major.accuracymodifier.single.allies.while.single.allies.familiaralive.angry_kitten_elderclaw_parasite.angry_kitten_elderclaw_parasite.summon,"When summoned, the Angry Kitten Fiend gives {ACCURACY}% accuracy for its target for as long as the target has Angry Kitten Fiends. This effect can't be cleansed."
familiar.statuseffect.major.accuracymodifier.single.allies.while.single.allies.familiaralive.butterfly_parasite.butterfly_parasite.summon,"When summoned, the Butterfly Fiend gives {ACCURACY}% accuracy for its target for as long as the target has Butterfly Fiends. This effect can't be cleansed."
familiar.statuseffect.major.accuracymodifier.single.allies.while.single.allies.familiaralive.gossip_whisperer.gossip_whisperer.summon,"When summoned, the Gossip Whisperer gives {ACCURACY}% accuracy for its target for as long as the target has Gossip Whisperer Fiends. This effect can't be cleansed."
familiar.statuseffect.major.accuracymodifier.single.allies.while.single.allies.familiaralive.moreau_parasite.moreau_parasite_waker.moreau_parasite.summon,"When summoned, the Remnant Shade Fiend gives {ACCURACY}% accuracy for its target for as long as the target has Remnant Shade Fiends. Chance to miss also applies to offensive Special Skills. This effect can't be cleansed."
familiar.statuseffect.major.accuracymodifier.single.allies.while.single.allies.familiaralive.moreau_parasite.moreau_parasite_waker.moreau_parasite_waker.summon,"When summoned, the Remnant Shade Fiend gives {ACCURACY}% accuracy for its target for as long as the target has Remnant Shade Fiends. Chance to miss also applies to offensive Special Skills. This effect can't be cleansed."
familiar.statuseffect.major.attackmodifier.all.allies.while.single.allies.familiaralive.pirate_fiend.pirate_fiend.summon,"When summoned, the Pirate Skeleton Fiend gives {ATTACK}% attack for its owner for as long as the owner has Pirate Skeleton Fiends. This effect can't be cleansed."
familiar.statuseffect.major.attackmodifier.single.allies.while.single.allies.familiaralive.corrupted_mask.corrupted_mask.summon,"When summoned, the Corrupted Mask Fiend gives {ATTACK}% attack for its owner for as long as the owner has Corrupted Mask Fiends. This effect can't be cleansed."
familiar.statuseffect.major.attackmodifier.single.allies.while.single.allies.familiaralive.skull_parasite.skull_parasite.summon,"When summoned, the Golden Idol Fiend gives {ATTACK}% attack for its owner for as long as the owner has Golden Idol Fiends. This effect can't be cleansed."
familiar.statuseffect.major.attackmodifier.single.allies.while.single.allies.familiaralive.skull_parasite.skull_parasite_costume_hannah.skull_parasite.summon,"When summoned, the Golden Idol Fiend gives {ATTACK}% attack for its owner for as long as the owner has Golden Idol Fiends. This effect can't be cleansed."
familiar.statuseffect.major.attackmodifier.single.allies.while.single.allies.familiaralive.skull_parasite.skull_parasite_costume_hannah.skull_parasite_costume_hannah.summon,"When summoned, the Golden Idol Fiend gives {ATTACK}% attack for its owner for as long as the owner has Golden Idol Fiends. This effect can't be cleansed."
familiar.statuseffect.major.blocktauntcasting.single.allies.while.single.allies.familiaralive.neema_fire_tiger.neema_fire_tiger.summon,"When summoned, the Fire Tiger Fiend's target cannot cast any new Taunt status effects for as long as the target has Fire Tiger Fiends. This effect can't be cleansed."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.ballerina_fiend.ballerina_fiend.summon,"When summoned, the Ballerina Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Ballerina Fiends. This effect can't be cleansed."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.dusk_mothling_big_parasite.dusk_mothling_big_parasite.summon,"When summoned, the Dusk Mothling Mega Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Dusk Mothling Mega Fiend."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.mercenary.mercenary.summon,"When summoned, the Mercenary Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Mercenary Fiends. This effect can't be cleansed."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.mercenary.mercenary_costume.mercenary.summon,"When summoned, the Mercenary Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Mercenary Fiends. This effect can't be cleansed."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.mercenary.mercenary_costume.mercenary_costume.summon,"When summoned, the Mercenary Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Mercenary Fiends. This effect can't be cleansed."
familiar.statuseffect.major.buffimmunity.single.allies.while.single.enemies.familiaralive.mercenary.mercenary_costume.summon,"When summoned, the Mercenary Fiend causes its target to be immune to new buffs. The effect lasts as long as the target has Mercenary Fiends. This effect can't be cleansed."
familiar.statuseffect.major.counterattack.single.allies.shu_soldier_minion_costume_zhuge.summon,"When summoned, the Shu Soldier Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shu Soldier Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.charge_shinobi_minion1.charge_shinobi_minion1.summon,"When summoned, the Shinobi Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shinobi Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.charge_shinobi_minion2.charge_shinobi_minion2.summon,"When summoned, the Shinobi Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shinobi Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.charge_shinobi_minion3.charge_shinobi_minion3.summon,"When summoned, the Shinobi Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shinobi Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.shu_soldier.shu_soldier.summon,"When summoned, the Shu Soldier Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shu Soldier Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.shu_soldier_minion_costume_zhuge.shu_soldier_minion_costume_zhuge.summon,"When summoned, the Shu Soldier Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a Shu Soldier Minion. This effect can't be dispelled."
familiar.statuseffect.major.counterattack.single.allies.while.single.allies.familiaralive.white_boar_mega_minion.white_boar_mega_minion.summon,"When summoned, the White Boar Mega Minion gives its owner the ability to counterattack with {DEFLECTION}% of the damage received for as long as the owner has a White Boar Mega Minion. This effect can't be dispelled."
familiar.statuseffect.major.dispelimmunity.single.allies.while.single.allies.familiaralive.spotted_boar_mega_minion.spotted_boar_mega_minion.summon,"When summoned, the Spotted Boar Mega Minion gives its owner immunity to buff dispels and reallocations for as long as the owner has a Spotted Boar Mega Minion."
familiar.statuseffect.major.elementbasedattackmodifier.single.allies.while.single.allies.familiaralive.pike_big_parasite.red.pike_big_parasite.summon,"When summoned, the Pike Mega Fiend gives {ATTACK}% attack for its target. Against [##elementred]Fire[#] characters, the Pike Mega Fiend gives {ATTACKFORELEMENT}% attack. The effect lasts as long as the target has a Pike Mega Fiend."
familiar.statuseffect.major.fixedhealthrecovery.healthboost.single.allies.while.single.allies.familiaralive.leadria_spring_minion.leadria_spring_minion.summon,"When summoned, the Spirit of Spring Minion boosts {HPPERTURN} health for its owner at the end of each turn for as long as the owner has a Spirit of Spring Minion. This effect can't be dispelled."
familiar.statuseffect.major.increasingattackmodifier.all.enemies.while.single.allies.familiaralive.loyal_hound_minion.loyal_hound_minion.summon,"When summoned, the Loyal Hound Minion gives {ATTACK}% attack for its owner for as long as the owner has Loyal Hound Minions. This effect can't be dispelled."
familiar.statuseffect.major.increasingattackmodifier.single.allies.while.single.allies.familiaralive.icebound_sickle_minion.icebound_sickle_minion.summon,"When summoned, the Icebound Sickle Minion gives {ATTACK}% attack for its owner for as long as the owner has Icebound Sickle Minions. The attack increases by {INCREASEPERTURN}% each turn, up to {CAP}%. This effect can't be dispelled."
familiar.statuseffect.major.increasingattackmodifier.single.allies.while.single.allies.familiaralive.loyal_hound_minion.loyal_hound_minion.summon,"When summoned, the Loyal Hound Minion gives {ATTACK}% attack for its owner for as long as the owner has Loyal Hound Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.decrease.while.single.allies.familiaralive.cursed_sigil_parasite.cursed_sigil_parasite.summon,"When summoned, the Cursed Sigil Fiend gives {MANAREGEN}% mana generation for its owner for as long as the owner has Cursed Sigil Fiends. This effect can't be cleansed."
familiar.statuseffect.major.managenerationmodifier.single.allies.decrease.while.single.allies.familiaralive.moss_mothling_big_parasite.moss_mothling_big_parasite.summon,"When summoned, the Moss Mothling Mega Fiend gives {MANAREGEN}% mana generation for its owner for as long as the owner has Moss Mothling Mega Fiend."
familiar.statuseffect.major.managenerationmodifier.single.allies.decrease.while.single.allies.familiaralive.spider_parasite.spider_parasite.summon,"When summoned, the Spider Fiend gives {MANAREGEN}% mana generation for its owner for as long as the owner has Spider Fiends. This effect can't be cleansed."
familiar.statuseffect.major.managenerationmodifier.single.allies.decrease.while.single.allies.familiaralive.spider_parasite_elizabeth_costume.spider_parasite_elizabeth_costume.summon,"When summoned, the Spider Fiend gives {MANAREGEN}% mana generation for its owner for as long as the owner has Spider Fiends. This effect can't be cleansed."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.astral_sphere_minion.astral_sphere_minion.summon,"When summoned, the Astral Sphere Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Astral Sphere Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.carrot.carrot.summon,"When summoned, the Carrot Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Carrot Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.enchanted_sigil_minion.enchanted_sigil_minion.summon,"When summoned, the Enchanted Sigil Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Enchanted Sigil Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.forest_sprite.forest_sprite.summon,"When summoned, the Sprite of the Forest Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Sprite of the Forest Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.forest_sprite.forest_sprite_costume_mielikki.summon,"When summoned, the Sprite of the Forest Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Sprite of the Forest Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.allies.while.single.allies.familiaralive.forest_sprite_costume_mielikki.forest_sprite_costume_mielikki.summon,"When summoned, the Sprite of the Forest Minion gives {MANAREGEN}% mana generation for its owner for as long as the owner has Sprite of the Forest Minions. This effect can't be dispelled."
familiar.statuseffect.major.managenerationmodifier.single.enemies.decrease.magical_sword_costume.turn,{MANAREGEN}% mana generation for {TURNS} turns. This effect can't be cleansed.
familiar.statuseffect.major.owlhalla.single.enemies.attacker.owlkyrie.deathbydamage.eatenbycharacter,"After the [#!]Full Removal[#] is cast, the attacker shifts into Owlhalla Ghost form for {TURNS} turns.
[*] While in Owlhalla Ghost form the target receives {DAMAGEPERTURN} damage each turn."
familiar.statuseffect.major.possession.single.allies.mindless_attack.while.single.allies.familiaralive.gargoyle_parasite.gargoyle_parasite.summon,"When summoned, the Gargoyle Fiend forces its target to cast Mindless Attack on a random ally when mana is full. The effect lasts as long as the target has Gargoyle Fiends. This effect cannot be dispelled."
familiar.statuseffect.major.receiveddamagemodifier.single.allies.while.single.allies.familiaralive.barbed_arrow_parasite.barbed_arrow_parasite.summon,"When summoned, the Barbed Arrow Fiend increases the damage dealt to its target from all sources by  {DAMAGEREDUCTION}%. The effect lasts as long as the target has Barbed Arrow Fiends. This effect can't be cleansed."
familiar.statuseffect.major.receiveddamagemodifier.single.allies.while.single.allies.familiaralive.grave_mothling_big_parasite.grave_mothling_big_parasite.summon,"When summoned, the Grave Mothling Mega Fiend increases the damage dealt to its target from all sources by  {DAMAGEREDUCTION}%. The effect lasts as long as the target has Grave Mothling Mega Fiend."
familiar.statuseffect.major.reddefensemodifier.single.allies.while.single.allies.familiaralive.infernal_parasite.infernal_parasite.summon,"When summoned, the Infernal Fiend gives {DEFENSE}% defense against [##elementred]Fire[#] for its target for as long as the target has Infernal Fiends. This effect can't be cleansed."
familiar.statuseffect.major.sleep.single.enemies.removeonnonfamiliardamagereceived.body_guard_mega_minion.turn,The target hit by the Bodyguard Mega Minion falls [#!]asleep[#] and receives {DAMAGEMODIFIER}% increased damage while sleeping.
familiar.statuseffect.major.stone.single.allies.withactivationcount.one.rock_golem_minion.summon.turn,"The Rock Golem Minion gives its owner Golem's Stoneskin when summoned, and again every {FAMILIAREFFECTFREQUENCY} turns. This effect can't be dispelled.
[*] Golem's Stoneskin drops all damage dealt to the owner to 1 but is removed after {MAXHITS} hit."
familiar.statuseffect.major.taunt.single.allies.while.single.allies.familiaralive.card_soldier.card_soldier_costume.card_soldier.summon,"When summoned, the Playing Card Minion gives Taunt for its owner for as long as the owner has Playing Card Minions. This effect can't be dispelled."
familiar.statuseffect.major.taunt.single.allies.while.single.allies.familiaralive.card_soldier.card_soldier_costume.card_soldier_costume.summon,"When summoned, the Playing Card Minion gives Taunt for its owner for as long as the owner has Playing Card Minions. This effect can't be dispelled."
familiar.statuseffect.minor.attackmodifier.single.enemies.body_guard_mega_minion.turn,The target hit by the Bodyguard Mega Minion gets {ATTACK}% attack for {TURNS} turns.
familiar.statuseffect.minor.bleeding.single.allies.dagger_parasite.deathbydamage,"When the Dagger Fiend disappears after it has absorbed enough healing, the owner receives {DAMAGE} Bleed damage over {TURNS} turns."
familiar.statuseffect.minor.bleeding.single.allies.dagger_parasite_costume.deathbydamage,"When the Dagger Fiend disappears after it has absorbed enough healing, the owner receives {DAMAGE} Bleed damage over {TURNS} turns."
familiar.statuseffect.minor.bleeding.single.enemies.contagious.sword_guard_mega_minion.turn,The target hit by the Sword Guard Mega Minion receives {DAMAGE} Bleed damage over {TURNS} turns. This effect spreads to nearby enemies.
familiar.statuseffect.minor.burn.single.allies.goblin_explosive_parasite.deathbydamage,"When the Goblin Explosive Fiend disappears after it has absorbed enough healing, the owner receives {DAMAGE} Burn damage over {TURNS} turns."
familiar.statuseffect.minor.burn.single.enemies.wu_soldier.turn,The target hit by Wu Soldier Minion receives {DAMAGE} Burn damage over {TURNS} turns.
familiar.statuseffect.minor.burn.single.enemies.wu_soldier_costumes.turn,The target hit by Wu Soldier Minion receives {DAMAGE} Burn damage over {TURNS} turns.
familiar.statuseffect.minor.corrosiveburn.single.enemies.defensemodifier.extra_minion_damage.minion.bigminion.follower.extra_minion_damage.minion.bigminion.follower.firewall_minion.hitbyspecialornormalattack,"Each time a Firewall Minion is attacked by normal attacks or Special Skills, the attacker receives Corrosive Burn for {TURNS} turns. The Corrosive Burn deals {DAMAGEPERTURN} Burn damage and lowers the target's defense by {CHANGE}% each turn. Deals extra damage against heroes with Minions or a Mega Minion."
familiar.statuseffect.minor.debuffdamagemodifier.single.allies.muffin_parasite.turn,The target takes {MULTIPLIER}% increased damage from status ailments for {TURNS} turns.
familiar.statuseffect.minor.defensemodifier.neartotarget.allies.naga_warrior_parasite.ownerdeath,"If an enemy is defeated while it has a Naga Warrior Fiend, nearby enemies get {DEFENSE}% defense for {TURNS} turns."
familiar.statuseffect.minor.dispelimmunity.single.allies.while.single.allies.familiaralive.spotted_boar_mega_minion.spotted_boar_mega_minion.summon,"When summoned, the Spotted Boar Mega Minion gives its owner immunity to status effect dispels for as long as the owner has a Spotted Boar Mega Minion. This effect can't be dispelled."
familiar.statuseffect.minor.poison.single.enemies.contagious.sword_guard_mega_minion.turn,The target hit by the Sword Guard Mega Minion receives {DAMAGE} Poison damage over {TURNS} turns. This effect spreads to nearby enemies.
familiar.statuseffect.minor.receiveddamagemodifier.single.enemies.bull.turn,The target hit by Bull Minion will receive {DAMAGEREDUCTION}% more damage for {TURNS} turns.
familiar.statuseffect.minor.receiveddamagemodifier.single.enemies.butterfly.turn,{DAMAGEREDUCTION}% increase to all received damage for {TURNS} turns.
familiar.statuseffect.minor.resistcleansefromspecial.single.enemies.black_boar_mega_minion.turn,The target hit by Black Boar Mega Minion can't get their status ailments cleansed or reallocated by Special Skills for {TURNS} turns.
familiar.statuseffect.minor.sandcurse.single.enemies.sand_golem.hitbyspecialornormalattack,"Each time the Sand Golem Minion is attacked by normal attacks or Special Skills, the attacker receives {DAMAGE} Sand damage over {TURNS} turns."
familiar.statuseffect.minor.sandcurse.single.enemies.sand_golem_papyros_costume.hitbyspecialornormalattack,"Each time the Sand Golem Minion is attacked by normal attacks or Special Skills, the attacker receives {DAMAGE} Sand damage over {TURNS} turns."
familiar.statuseffect.permanent.insanity.single.allies.ominous_tentacle.summon.turn,The Ominous Tentacle Fiend inflicts {INSANITYTOADD} [#!]Insanity[#] on the owner on every turn.
familiar.statuseffect.permanent.insanity.single.allies.ominous_tentacle_titan.summon.turn,The Ominous Tentacle Fiend inflicts {INSANITYTOADD} [#!]Insanity[#] on the owner on every turn.
familiareffects.bigminion.removestatuseffects.minordebuff.extra,"Safe cleanse bypasses secondary effects, such as damage on removal, from the removed status ailment. External effects such as passive skills and family effects can still activate."
familiareffects.minion.cloneself.extra,Cloned Minions inherit the same amount of HP and attack as the original Minion. The Minion will only clone if the target does not already have the maximum number of Minions or Fiends.
familiareffects.minion.reallocateeffects.dodge.minorbuff.extra,"For dodged normal attacks, only one buff can be reallocated per turn, per Minion."
familiareffects.minion.removestatuseffects.allstatuseffectsandstacks.extra,Removes even status effects and stacks that are otherwise undispellable or uncleansable.
familiareffects.minion.removestatuseffectsandbasestatmodifiers.extra,"[#!]Full Removal[#] removes all status effects, stacks and [#!]Growth[#] and [#!]Wither[#] effects. Removes even status effects and stacks that are otherwise undispellable or uncleansable."
familiareffects.parasite.cloneself.extra,Cloned Fiends absorb the same amount of healing and deal the same amount of damage as the original Fiend. The Fiend will only clone if the target does not already have the maximum number of Fiends or Minions.
familiareffects.parasite.effectonreceiveddamage.extra,"Ignores heal steal, healing modifiers and Fiends."
familiars.bigminion.extra,"A hero can have only one Mega Minion.
[*]Mega Minions replace all existing Minions, Fiends and Mega Fiends.
[*]Additional Minions or Fiends can't replace Mega Minions.
[*]Mega Fiend can replace Mega Minion.
[*]Effects that destroy Minions instead deal damage equal to {MEGAMINIONDAMAGE}% of the Mega Minion's max health.
[*]Any other effects affecting Minions won't affect Mega Minions."
familiars.bigminion.title,Mega Minion
familiars.bigparasite.extra,"A hero can have only one Mega Fiend.
[*]Mega Fiends replace all existing Minions, Fiends and Mega Minions.
[*]Additional Minions or Fiends can't replace Mega Fiends.
[*]Mega Minion can replace Mega Fiend.
[*]Effects that destroy Fiends instead deal damage equal to {MEGAMINIONDAMAGE}% of the Mega Fiend's max health.
[*]Any other effects affecting Fiends won't affect Mega Fiends."
familiars.bigparasite.title,Mega Fiend
familybonuses.description.long.abyss,"[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#]/[#!]{4MEMBERSCHANCE}%[#]/[#!]{5MEMBERSCHANCE}%[#] chance to spawn an [#!]Underwild Gem[#] on the board when this Hero casts their Special Skill.

The [#!]Underwild Gems[#] deal [#!]{FIXEDPOWER}[#] damage to a random enemy each turn until it is matched.

[#!]Underwild Gems[#] can only spawn on regular shields that match the element of this Hero."
familybonuses.description.long.attack_multiplier,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_champion,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_classic,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_easter,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_hotm2019,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_investigator,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack
familybonuses.description.long.attack_multiplier_lagoon,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_magic_tower,[#!]{1MEMBERMULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_plains_hunters,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_realm,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.attack_multiplier_zodiac_tiger,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] attack.
familybonuses.description.long.build_charge_construct,The [#!]Construct Core[#] is charged each time this character receives damage from normal attacks or Special Skills.
familybonuses.description.long.build_charge_myrkheim,The [#!]Arctic Core[#] is charged each time this character receives damage from normal attacks or Special Skills.
familybonuses.description.long.build_charge_nidavellir,The [#!]Molten Core[#] is charged each time this character receives damage from normal attacks or Special Skills.
familybonuses.description.long.build_charge_nidavellir_alt,The [#!]Molten Core[#] is charged each time this character receives damage from normal attacks or Special Skills.
familybonuses.description.long.cast_defense_debuffs_back_to_enemies,"When this Hero receives a status ailment affecting defense, [#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to cast the received ailment to all enemies."
familybonuses.description.long.champions_special_damage_power_modifier,[#!]+{1MEMBERMULTIPLIERPERCENT}%[#]/[#!]+{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]+{3MEMBERSMULTIPLIERPERCENT}%[#] additional Special Skill damage.
familybonuses.description.long.cleanse_random_debuff_on_special_damage_received.onceperturn,[#!]{1MEMBERCHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#] chance to cleanse a random cleansable status ailment from all allies when this character receives damage from an enemy's Special Skill. This effect can activate only once per turn.
familybonuses.description.long.counter_attack_ninja,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to counterattack with [#!]{MULTIPLIERPERCENT}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENT}%[#] of the damage received.
familybonuses.description.long.counter_attack_ninja2,[#!]{CHANCE}%[#]/[#!]{2MEMBERSCHANCE}%[#]/[#!]{3MEMBERSCHANCE}%[#] chance to counterattack with [#!]{MULTIPLIERPERCENT}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENT}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENT}%[#] of the damage received.
familybonuses.description.long.crit_multiplier_zodiac_dragon,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#] critical chance.
familybonuses.description.long.critical_multiplier,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{4MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{5MEMBERSMULTIPLIERPERCENTCHANGE}%[#] critical chance.
familybonuses.description.long.critical_multiplier_hotm2021,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] critical chance.
familybonuses.description.long.critical_multiplier_outlaw,[#!]{MULTIPLIERPERCENTCHANGE}%[#]/[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] critical chance.
familybonuses.description.long.critical_multiplier_realm,[#!]{2MEMBERSMULTIPLIERPERCENTCHANGE}%[#]/[#!]{3MEMBERSMULTIPLIERPERCENTCHANGE}%[#] critical chance.
familybonuses.description.long.damage_gem_per_turn,"For each ally who has the same element as this Hero, a shield with this Hero's element is replaced with a [#!]Power Gem[#] each turn.

The [#!]Power Gem[#] deals [#!]{FIXEDPOWER}[#] damage to a random enemy each turn until it is matched.

[#!]Power Gems[#] can only spawn on regular shields that match the element of this Hero.

Only [#!]{MAXTILESONBOARD} Power Gems[#] per element can be on the board at the same time."
